idea,author,intro,note,tag,url,collection,curator,curator_link
区块链是可以自我兑现承诺的计算机,Chris Dixon,a16z 投资人,Chris 给出一种对区块链的定义。,"区块链, 协作, 协议",https://orange.xyz/newsletter/issue/68,On Creativity,Bob Fu,https://twitter.com/fm100
